"Note: A 2% flat Payment Fee applies to all categories and is included in the final commission fee listed under the column ""Total Fee with Payment and VAT"".",,,,,,,,,,,,,,
Category,Sub-category 1,Sub-category 2,Sub-category 3,Sub-category 4,Commission,Total Fee with Payment and VAT,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Mattresses,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Cradle Bedding,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Mattresses,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Toddler Bedding,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Cradle Bedding,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Mattresses & Bedding,Toddler Bedding,,9%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Night Lights,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Picture Frames,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Pillows,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Lamps & Shades,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Window Treatments,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Baskets & Liners,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Bookends,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Waste Bins,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Rugs,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Clocks,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Mobiles,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Slipcovers,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Nursery DÃƒÂ©cor,Wall DâˆšÂ©cor & Switch Plates,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Storage & Organization,Storage Baskets,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Storage & Organization,Hanging Organizers,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Storage & Organization,Toy Chests,,9.41%,12.89%,,,,,,,,
Mother & Baby,Nursery,Storage & Organization,Hampers,,9.41%,12.89%,,,,,,,,
Mother & Baby,Pacifiers & Accessories,Leashes & Cases,,,9.41%,12.89%,,,,,,,,
Mother & Baby,Pacifiers & Accessories,Pacifiers,,,9.41%,12.89%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Greases & Lubricants,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Oils,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Cleaners,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Additives,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Sealers,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Flushes,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Power Steering Fluids,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Antifreezes & Coolants,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Brake Fluids,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Windshield Washer Fluids,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Transmission Fluids,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Radiator Conditioners & Protectants,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Refrigerants,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Oils & Fluids,Adhesives,,5.66%,8.66%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Cooling & Climate Control,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Windshield Wipers & Washers,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Ignition & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Starters & Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Switches,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Starters & Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Drive Train,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Ignition & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Relays,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,"Shocks, Struts & Suspension",,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Fuel System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Fuel System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Steering System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,"Belts, Hoses & Pulleys",,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Window Regulators & Motors,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Ignition & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Ignition & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Caps,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Fuel System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Brake System,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Ignition & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Engine Parts,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Alternators & Generators,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Lighting & Electrical,,4.35%,7.18%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Body Parts,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Drive Train,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Exhaust & Emissions,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Parts & Spares,Fuel System,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire Accessories & Parts,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tires,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire Accessories & Parts,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire Accessories & Parts,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Wheel Accessories & Parts,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire & Wheel Tools,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire & Wheel Tools,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Wheel Accessories & Parts,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire & Wheel Tools,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire & Wheel Tools,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire & Wheel Tools,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tires & Wheels,Tire Accessories & Parts,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,"Air Dryers, Blowers & Blades",,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Cloths & Towels,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Parts Washers,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Brushes & Dusters,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Garage DIY,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Garage DIY,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Cooling & Water Pump Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Windshield Wiper Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Hand Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Detailing Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Measuring Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Steering & Suspension Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Electrical System Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Oil System Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Pullers,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Lockout Kits,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Machine Polishing Equipment,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Brake & Repair Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Garage DIY,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Spark Plug & Ignition Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Body Repair Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Diagnostic & Test Tools,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Auto Tools & Equipment,Oxygen Sensor Removers,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Batteries & Accessories,"Starters, Battery Chargers & Portable Power",,3.65%,6.38%,,,,,,,,
Motors,Automotive,Batteries & Accessories,Batteries,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Batteries & Accessories,Battery Accessories,,3.65%,6.38%,,,,,,,,
Motors,Automotive,Car Audio,Speakers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Audio,Car Stereo Receivers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Audio,Subwoofers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Audio,Amplifiers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Audio,Digital Media Receivers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Audio,Satellite Radio,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Electronics Accessories,GPS System Accessories,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Electronics Accessories,Audio & Video Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Electronics Accessories,Other Electronic Gadgets,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Electronics Accessories,Car Dash Mounting Kits,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Electronics Accessories,Cell Phone Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Safety & Security,Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Safety & Security,Keyless Entry,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Safety & Security,Alarm Systems & Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Car Video,On-Dash Video,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Video,In-Dash Navigation,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Video,In-Dash DVD & Video Receivers,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Car Video,Vehicle Backup Cameras,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Exterior Accessories,Covers,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,"Bumper Stickers, Decals & Magnets",,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Mirrors,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Mud Flaps & Splash Guards,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Horns & Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Emblems,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,License Plate Covers & Frames,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Chrome Trim & Accessories,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Bumpers & Bumper Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Body Armor,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Hood Scoops & Vents,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,Deflectors & Shields,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Towing Products & Winches,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Antenna Toppers,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,"Spoilers, Wings & Styling Kits",,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Accessories,"Roll Bars, Roll Cages & Covers",,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Accessories,Gas Caps,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Cleaners and Kits,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Car Polishes & Waxes,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Paints & Primers,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Polishing & Rubbing Compounds,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Sealants,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Water Blades,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Finishing,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Tire & Wheel Care,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Undercoatings,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Polishing & Waxing Kits,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Glass Care,,11.31%,15.04%,,,,,,,,
Motors,Automotive,Exterior Vehicle Care,Solvents,,11.31%,15.04%,,,,,,,,
Motors,Automotive,GPS,,,5.22%,8.16%,,,,,,,,
Motors,Automotive,Interior Accessories,Key Chains,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Seat Covers & Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Air Fresheners,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Consoles & Organizers,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Floor Mats & Cargo Liners,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Mirrors,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Steering Wheels & Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Sun Protection,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Covers,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Electrical Appliances,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Shift Boots & Knobs,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Pedals & Pedal Accessories,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Gauges,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Grab Handles,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Compasses,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Accessories,Antitheft,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Vehicle Care,Vacuums,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Vehicle Care,Leather Care,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Vehicle Care,Protectants,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Vehicle Care,Upholstery Care,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Interior Vehicle Care,Carpet Cleaners,,10.96%,14.64%,,,,,,,,
Motors,Automotive,Truck Parts & Accessories,Grilles & Grille Guards,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Electric Bikes,,,0.87%,3.24%,,,,,,,,
Motors,Motorcycle,Moto Batteries & Accessories,Batteries & Parts,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto Batteries & Accessories,Starters,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Batteries & Accessories,Motorcycle Battery Accessories,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Electronics,Bluetooth Headsets,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Electronics,Accessories,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Electronics,Electrical Device Mounts,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Electronics,Alarms & Anti-Theft,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Electronics,GPS Units,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Electronics,Speaker & Communication Systems,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Covers,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Windshields & Accessories,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Replacements & Mounting harware,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Seats & Pads,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Arm Rests,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Sissy Bars,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Exterior Accessories,Racks,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto oils & Fluids,Lubricants & Solvents,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto oils & Fluids,Brake Fluid,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto oils & Fluids,Gear Oils,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto oils & Fluids,Cycle Engine Oil,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto oils & Fluids,Racing Oils,,5.22%,8.16%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Decals & Emblems,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Luggage & Saddlebags,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Exhaust & Accessories,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Mirrors,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Air Intake & Fuel Delivery,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Air Intake & Fuel Delivery,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Body & Frame,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Air Intake & Fuel Delivery,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Drivetrain & Transmission,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Parts & Spares,Brakes & Suspension,,10.96%,14.64%,,,,,,,,
Motors,Motorcycle,Moto Tires & Wheels,Tires & Tubes,,4.35%,7.18%,,,,,,,,
Motors,Motorcycle,Moto Tires & Wheels,Wheels & Tires Accessories,,4.35%,7.18%,,,,,,,,
